Date,Open,High,Low,Close,Volume,Adj Close
2015-01-02,4760.240234,4777.009766,4563.109863,4635.240234,2049163000,4635.240234
2014-12-01,4777.72998,4814.950195,4547.310059,4736.049805,1868304000,4736.049805
2014-11-03,4633.709961,4810.859863,4594.919922,4791.629883,1787715200,4791.629883
2014-10-01,4486.649902,4641.509766,4116.600098,4630.740234,2285241300,4630.740234
2014-09-02,4592.419922,4610.569824,4464.439941,4493.390137,1991976600,4493.390137
2014-08-01,4363.390137,4580.27002,4321.890137,4580.27002,1655720400,4580.27002
2014-07-01,4424.709961,4485.930176,4351.040039,4369.77002,1900445000,4369.77002
2014-06-02,4247.959961,4417.459961,4207.609863,4408.180176,2004641900,4408.180176
2014-05-01,4121.25,4252.080078,4021.050049,4242.620117,1961609000,4242.620117
2014-04-01,4219.870117,4286.089844,3946.030029,4114.560059,2216315200,4114.560059
2014-03-03,4261.419922,4371.709961,4131.810059,4198.990234,2327953800,4198.990234
2014-02-03,4105.060059,4342.589844,3968.189941,4308.120117,2241890000,4308.120117
2014-01-02,4160.029785,4246.549805,4044.76001,4103.879883,2263246600,4103.879883
2013-12-02,4065.659912,4177.72998,3979.590088,4176.589844,1835258000,4176.589844
2013-11-01,3932.449951,4069.699951,3855.070068,4059.889893,1833598500,4059.889893
2013-10-01,3774.179932,3966.709961,3650.030029,3919.709961,1963340800,3919.709961
2013-09-03,3622.639893,3798.76001,3593.620117,3771.47998,1844675000,3771.47998
2013-08-01,3654.179932,3694.189941,3573.570068,3589.870117,1557407700,3589.870117
2013-07-01,3430.47998,3649.350098,3415.22998,3626.370117,1719631800,3626.370117
2013-06-03,3460.76001,3488.310059,3294.949951,3403.25,2057933000,3403.25
2013-05-01,3325.350098,3532.040039,3296.50,3455.909912,1868743100,3455.909912
2013-04-01,3268.629883,3328.790039,3154.959961,3328.790039,1767663600,3328.790039
2013-03-01,3143.540039,3270.300049,3129.399902,3267.52002,1769299000,3267.52002
2013-02-01,3162.939941,3213.600098,3105.360107,3160.189941,1988840000,3160.189941
2013-01-02,3091.330078,3164.060059,3076.600098,3142.129883,1962783800,3142.129883
2012-12-03,3029.209961,3061.820068,2951.040039,3019.51001,1753986000,3019.51001
2012-11-01,2987.540039,3033.850098,2810.800049,3010.23999,1861356100,3010.23999
2012-10-01,3130.310059,3171.459961,2961.159912,2977.22998,1817800000,2977.22998
2012-09-04,3063.25,3196.929932,3040.23999,3116.22998,1872861500,3116.22998
2012-08-01,2956.719971,3100.540039,2890.850098,3066.959961,1613204700,3066.959961
2012-07-02,2938.409912,2987.939941,2837.719971,2939.52002,1737529500,2939.52002
2012-06-01,2810.129883,2942.280029,2726.679932,2935.050049,1879992300,2935.050049
2012-05-01,3044.790039,3085.399902,2774.449951,2827.340088,1922548100,2827.340088
2012-04-02,3085.939941,3128.25,2946.040039,3046.360107,1771358000,3046.360107
2012-03-01,2979.110107,3134.169922,2900.280029,3091.570068,1750883600,3091.570068
2012-02-01,2830.100098,3000.110107,2825.189941,2966.889893,1994932500,2966.889893
2012-01-03,2657.389893,2834.300049,2627.22998,2813.840088,1855622500,2813.840088
2011-12-01,2615.669922,2674.530029,2518.01001,2605.149902,1630203800,2605.149902
2011-11-01,2607.310059,2730.389893,2441.47998,2620.340088,1944674700,2620.340088
2011-10-03,2401.189941,2753.370117,2298.889893,2684.409912,2121923300,2684.409912
2011-09-01,2583.340088,2643.370117,2414.310059,2415.399902,2144659000,2415.399902
2011-08-01,2791.449951,2796.23999,2331.649902,2579.459961,2564059100,2579.459961
2011-07-01,2775.080078,2878.939941,2724.98999,2756.379883,1979209500,2756.379883
2011-06-01,2829.389893,2834.050049,2599.860107,2773.52002,2019538100,2773.52002
2011-05-02,2881.280029,2887.75,2739.850098,2835.300049,2119866600,2835.300049
2011-04-01,2796.669922,2876.830078,2706.50,2873.540039,2024012500,2873.540039
2011-03-01,2791.080078,2802.320068,2603.50,2781.070068,2041148200,2781.070068
2011-02-01,2717.610107,2840.51001,2705.540039,2782.27002,2170254700,2782.27002
2011-01-03,2676.649902,2766.169922,2663.639893,2700.080078,2108703500,2700.080078
2010-12-01,2535.189941,2675.26001,2535.189941,2652.870117,1696976800,2652.870117
2010-11-01,2520.449951,2592.939941,2459.790039,2498.22998,2057668500,2498.22998
2010-10-01,2386.820068,2517.50,2332.459961,2507.409912,2076593300,2507.409912
2010-09-01,2142.75,2400.060059,2141.949951,2368.620117,2095484200,2368.620117
2010-08-02,2283.320068,2309.429932,2099.290039,2114.030029,1994470400,2114.030029
2010-07-01,2110.75,2307.600098,2061.139893,2254.699951,2192808500,2254.699951
2010-06-01,2244.790039,2341.110107,2105.26001,2109.23999,2311604000,2109.23999
2010-05-03,2472.320068,2503.00,2140.530029,2257.040039,2968435500,2257.040039
2010-04-01,2411.679932,2535.280029,2383.77002,2461.189941,2731889000,2461.189941
2010-03-01,2247.399902,2432.25,2247.330078,2397.959961,2492358200,2397.959961
2010-02-01,2155.810059,2251.679932,2100.169922,2238.26001,2374673100,2238.26001
2010-01-04,2294.409912,2326.280029,2140.340088,2147.350098,2564021500,2147.350098
2009-12-01,2162.22998,2295.800049,2155.959961,2269.149902,1841222200,2269.149902
2009-11-02,2047.420044,2205.320068,2024.27002,2144.600098,2043167500,2144.600098
2009-10-01,2111.77002,2190.639893,2040.209961,2045.109985,2413632700,2045.109985
2009-09-01,2001.300049,2167.699951,1958.040039,2122.419922,2490170000,2122.419922
2009-08-03,1998.349976,2059.47998,1929.640015,2009.060059,2203232300,2009.060059
2009-07-01,1846.119995,2009.810059,1727.050049,1978.50,2239760900,1978.50
2009-06-01,1796.089966,1879.920044,1753.780029,1835.040039,2451192200,1835.040039
2009-05-01,1719.290039,1774.329956,1664.189941,1774.329956,2490867000,1774.329956
2009-04-01,1504.869995,1753.609985,1498.540039,1717.300049,2454997100,1717.300049
2009-03-02,1356.130005,1587.00,1265.52002,1528.589966,2347197200,1528.589966
2009-02-02,1460.849976,1598.50,1372.420044,1377.839966,2356521000,1377.839966
2009-01-02,1578.869995,1665.630005,1434.079956,1476.420044,2102509500,1476.420044
2008-12-01,1496.089966,1602.920044,1398.069946,1577.030029,1870050400,1577.030029
2008-11-03,1718.890015,1785.839966,1295.47998,1535.569946,2248462600,1535.569946
2008-10-01,2075.100098,2083.199951,1493.790039,1720.949951,2824966900,1720.949951
2008-09-02,2402.110107,2413.110107,1983.72998,2091.879883,2576151400,2091.879883
2008-08-01,2326.830078,2473.199951,2280.929932,2367.52002,1954377100,2367.52002
2008-07-01,2274.23999,2353.389893,2167.290039,2325.550049,2408589500,2325.550049
2008-06-02,2514.820068,2549.939941,2290.590088,2292.97998,2288785700,2292.97998
2008-05-01,2416.48999,2551.469971,2416.48999,2522.659912,2139831400,2522.659912
2008-04-01,2306.51001,2451.189941,2266.290039,2412.800049,2038801800,2412.800049
2008-03-03,2271.26001,2346.780029,2155.419922,2279.100098,2337740000,2279.100098
2008-02-01,2392.580078,2419.22998,2252.649902,2271.47998,2408646500,2271.47998
2008-01-02,2653.909912,2661.50,2202.540039,2389.860107,2763113300,2389.860107
2007-12-03,2654.909912,2734.820068,2553.98999,2652.280029,1960397000,2652.280029
2007-11-01,2835.00,2835.629883,2539.810059,2660.959961,2513625200,2660.959961
2007-10-01,2704.25,2861.51001,2698.139893,2859.120117,2229832600,2859.120117
2007-09-04,2596.379883,2716.75,2536.929932,2701.50,1957217800,2701.50
2007-08-01,2538.50,2627.75,2386.689941,2596.360107,2333159500,2596.360107
2007-07-02,2617.389893,2724.73999,2545.899902,2546.27002,2280785200,2546.27002
2007-06-01,2614.01001,2634.600098,2534.969971,2603.22998,2262320400,2603.22998
2007-05-01,2529.949951,2607.899902,2510.570068,2604.52002,2115423100,2604.52002
2007-04-02,2425.360107,2562.98999,2409.040039,2525.090088,2089885500,2525.090088
2007-03-01,2377.179932,2459.959961,2331.570068,2421.639893,2071020400,2421.639893
2007-02-01,2474.080078,2531.419922,2395.350098,2416.149902,2227421500,2416.149902
2007-01-03,2429.719971,2508.929932,2394.659912,2463.929932,2243760000,2463.929932
2006-12-01,2430.75,2470.949951,2392.949951,2415.290039,1824379500,2415.290039
2006-11-01,2373.48999,2468.419922,2316.820068,2431.77002,1956073300,2431.77002
2006-10-02,2257.00,2379.290039,2224.209961,2366.709961,2028942200,2366.709961
2006-09-01,2194.560059,2273.300049,2147.439941,2258.429932,1955853500,2258.429932
2006-08-01,2080.340088,2193.340088,2048.219971,2183.75,1733816900,2183.75
2006-07-03,2177.909912,2190.439941,2012.780029,2091.469971,1899380000,2091.469971
2006-06-01,2179.820068,2233.879883,2065.110107,2172.090088,2085311300,2172.090088
2006-05-01,2329.790039,2352.560059,2135.810059,2178.879883,2183765400,2178.879883
2006-04-03,2352.23999,2375.540039,2299.419922,2322.570068,2196275700,2322.570068
2006-03-01,2288.149902,2353.139893,2239.540039,2339.790039,2148650800,2339.790039
2006-02-01,2294.110107,2313.530029,2232.679932,2281.389893,2064444700,2281.389893
2006-01-03,2216.530029,2332.919922,2189.909912,2305.820068,2200884000,2305.820068
2005-12-01,2244.850098,2278.159912,2200.51001,2205.320068,1696538500,2205.320068
2005-11-01,2109.889893,2269.300049,2108.860107,2232.820068,1796680000,2232.820068
2005-10-03,2152.699951,2167.00,2025.579956,2120.300049,1827174200,2120.300049
2005-09-01,2150.030029,2186.830078,2093.060059,2151.689941,1733383300,2151.689941
2005-08-01,2191.48999,2219.909912,2112.25,2152.090088,1559586500,2152.090088
2005-07-01,2060.969971,2201.389893,2050.300049,2184.830078,1715813000,2184.830078
2005-06-01,2067.22998,2106.570068,2039.689941,2056.959961,1746991800,2056.959961
2005-05-02,1923.22998,2076.800049,1916.030029,2068.219971,1704864200,2068.219971
2005-04-01,2009.089966,2021.819946,1889.829956,1921.650024,1883689500,1921.650024
2005-03-01,2057.469971,2100.570068,1968.579956,1999.22998,1884879500,1999.22998
2005-02-01,2063.27002,2103.449951,2023.00,2051.719971,2040173100,2051.719971
2005-01-03,2184.75,2191.600098,2008.680054,2062.409912,2247988500,2062.409912
2004-12-01,2104.580078,2185.560059,2097.860107,2175.439941,2079380900,2175.439941
2004-11-01,1975.47998,2117.889893,1969.319946,2096.810059,1895570000,2096.810059
2004-10-01,1909.589966,1984.180054,1899.329956,1974.98999,1791206100,1974.98999
2004-09-01,1833.369995,1925.849976,1833.329956,1896.839966,1569128500,1896.839966
2004-08-02,1874.930054,1893.130005,1750.819946,1838.099976,1460116800,1838.099976
2004-07-01,2045.530029,2045.530029,1829.060059,1887.359985,1772334200,1887.359985
2004-06-01,1978.52002,2055.649902,1960.26001,2047.790039,1636011900,2047.790039
2004-05-03,1928.719971,1991.869995,1865.400024,1986.73999,1694298500,1986.73999
2004-04-01,1996.449951,2079.120117,1919.390015,1920.150024,2015611900,1920.150024
2004-03-01,2036.920044,2069.02002,1896.910034,1994.219971,1928650400,1994.219971
2004-02-02,2072.129883,2094.919922,1991.050049,2029.819946,1988874700,2029.819946
2004-01-02,2011.079956,2153.830078,1999.77002,2066.149902,2395193500,2066.149902
2003-12-01,1972.969971,2015.22998,1887.459961,2003.369995,1693026800,2003.369995
2003-11-03,1941.310059,1992.27002,1878.069946,1960.26001,1829143600,1960.26001
2003-10-01,1797.069946,1966.869995,1796.089966,1932.209961,1872176900,1932.209961
2003-09-02,1817.920044,1913.73999,1783.459961,1786.939941,1989591400,1786.939941
2003-08-01,1731.630005,1813.819946,1640.880005,1810.449951,1500011400,1810.449951
2003-07-01,1617.300049,1776.099976,1598.920044,1735.02002,1821410900,1735.02002
2003-06-02,1612.099976,1686.099976,1584.699951,1622.800049,2045895700,1622.800049
2003-05-01,1463.00,1599.920044,1451.319946,1595.910034,1939903300,1595.910034
2003-04-01,1347.540039,1482.48999,1338.22998,1464.310059,1541936100,1464.310059
2003-03-03,1344.209961,1425.72998,1253.219971,1341.170044,1558727100,1341.170044
2003-02-03,1324.73999,1352.069946,1261.790039,1337.52002,1354126800,1337.52002
2003-01-02,1346.930054,1467.349976,1303.640015,1320.910034,1545373300,1320.910034
2002-12-02,1507.939941,1521.439941,1327.189941,1335.51001,1442352300,1335.51001
2002-11-01,1320.949951,1497.439941,1313.719971,1478.780029,1825773000,1478.780029
2002-10-01,1180.26001,1347.579956,1108.48999,1329.75,1760514700,1329.75
2002-09-03,1302.670044,1347.27002,1160.069946,1172.060059,1535629000,1172.060059
2002-08-01,1322.469971,1426.76001,1205.680054,1314.849976,1480935400,1314.849976
2002-07-01,1457.040039,1459.839966,1192.420044,1328.26001,2130498600,1328.26001
2002-06-03,1613.50,1621.50,1375.530029,1463.209961,1960673500,1463.209961
2002-05-01,1683.76001,1759.329956,1560.290039,1615.72998,1885692700,1615.72998
2002-04-01,1834.589966,1865.369995,1640.969971,1688.22998,1851823600,1688.22998
2002-03-01,1745.48999,1946.22998,1742.079956,1845.349976,1814213500,1845.349976
2002-02-01,1928.829956,1942.150024,1696.550049,1731.48999,1892543100,1731.48999
2002-01-02,1965.180054,2098.879883,1851.48999,1934.030029,1947595700,1934.030029
2001-12-03,1915.130005,2065.689941,1898.97998,1950.400024,1847711000,1950.400024
2001-11-01,1705.52002,1965.089966,1683.98999,1930.579956,1912218000,1930.579956
2001-10-01,1491.449951,1792.869995,1458.410034,1690.199951,1990586900,1690.199951
2001-09-04,1802.290039,1836.189941,1387.060059,1498.800049,2196254000,1498.800049
2001-08-01,2051.560059,2103.159912,1777.109985,1805.430054,1463923000,1805.430054
2001-07-02,2156.76001,2181.050049,1934.670044,2027.130005,1639729500,2027.130005
2001-06-01,2131.120117,2264.580078,1973.699951,2160.540039,1840429000,2160.540039
2001-05-01,2116.23999,2328.050049,2052.409912,2110.48999,1968128100,2110.48999
2001-04-02,1835.219971,2202.860107,1619.579956,2116.23999,2233857000,2116.23999
2001-03-01,2126.300049,2243.780029,1794.209961,1840.26001,2129923100,1840.26001
2001-02-01,2771.570068,2796.889893,2127.50,2151.830078,2026881000,2151.830078
2001-01-02,2474.159912,2892.360107,2251.709961,2772.72998,2460813800,2772.72998
2000-12-01,2644.090088,3028.75,2288.159912,2470.52002,2343947500,2470.52002
2000-11-01,3316.51001,3480.01001,2523.040039,2597.929932,1948484700,2597.929932
2000-10-02,3714.47998,3714.47998,3026.110107,3369.629883,2103428600,3369.629883
2000-09-01,4252.149902,4259.870117,3614.659912,3672.820068,1837269000,3672.820068
2000-08-01,3760.949951,4208.72998,3521.139893,4206.350098,1527220400,4206.350098
2000-07-03,3950.590088,4289.060059,3615.790039,3766.98999,1621434500,3766.98999
2000-06-01,3471.949951,4073.72998,3459.850098,3966.110107,1609944000,3966.110107
2000-05-01,3930.179932,3982.379883,3042.659912,3400.909912,1471168600,3400.909912
2000-04-03,4494.890137,4572.839844,3227.040039,3860.659912,1933246300,3860.659912
2000-03-01,4732.819824,5132.52002,4355.689941,4572.830078,1970373400,4572.830078
2000-02-01,3961.070068,4698.459961,3911.840088,4696.689941,1886677000,4696.689941
2000-01-03,4186.189941,4303.149902,3711.090088,3940.350098,1746434500,3940.350098
1999-12-01,3341.100098,4090.610107,3321.570068,4069.310059,1454508600,4069.310059
1999-11-01,2970.929932,3469.350098,2967.629883,3336.159912,1442987100,3336.159912
1999-10-01,2729.040039,2978.629883,2632.01001,2966.429932,1148873800,2966.429932
1999-09-01,2752.330078,2897.530029,2684.699951,2746.159912,1073526600,2746.159912
1999-08-02,2638.310059,2819.899902,2442.219971,2739.350098,964422700,2739.350098
1999-07-01,2692.959961,2874.919922,2619.080078,2638.48999,1037758000,2638.48999
1999-06-01,2467.51001,2696.870117,2364.590088,2686.120117,951638600,2686.120117
1999-05-03,2546.330078,2632.73999,2339.120117,2470.52002,960048000,2470.52002
1999-04-01,2493.070068,2677.76001,2329.870117,2542.860107,1162898000,2542.860107
1999-03-01,2286.830078,2520.629883,2235.189941,2461.399902,969457300,2461.399902
1999-02-01,2522.379883,2533.439941,2224.209961,2288.030029,965285200,2288.030029
1999-01-04,2207.540039,2506.679932,2192.679932,2505.889893,1135956800,2505.889893
1998-12-01,1928.51001,2200.629883,1924.150024,2192.689941,907377200,2192.689941
1998-11-02,1783.709961,2025.040039,1771.400024,1949.540039,940209000,1949.540039
1998-10-01,1663.300049,1781.630005,1343.869995,1771.390015,923540000,1771.390015
1998-09-01,1509.01001,1769.709961,1475.48999,1693.839966,791514700,1693.839966
1998-08-03,1869.719971,1874.310059,1498.72998,1499.25,797615200,1499.25
1998-07-01,1904.23999,2028.180054,1871.719971,1872.390015,833545000,1872.390015
1998-06-01,1770.369995,1898.619995,1715.040039,1894.73999,761886800,1894.73999
1998-05-01,1871.810059,1890.800049,1742.050049,1778.869995,752100500,1778.869995
1998-04-01,1838.150024,1931.829956,1788.73999,1868.410034,863549000,1868.410034
1998-03-02,1778.719971,1840.829956,1708.47998,1835.680054,809745400,1835.680054
1998-02-02,1640.060059,1783.73999,1640.060059,1770.51001,809489400,1770.51001
1998-01-02,1574.099976,1629.540039,1465.609985,1619.359985,723379500,1619.359985
1997-12-01,1608.560059,1652.839966,1486.51001,1570.349976,714639500,1570.349976
1997-11-03,1609.619995,1654.430054,1508.410034,1600.550049,626187800,1600.550049
1997-10-01,1690.790039,1748.780029,1465.839966,1593.609985,850478200,1593.609985
1997-09-02,1595.069946,1702.48999,1595.069946,1685.689941,736184700,1685.689941
1997-08-01,1594.670044,1638.26001,1545.130005,1587.319946,662794200,1587.319946
1997-07-01,1442.650024,1595.76001,1432.420044,1593.810059,682239000,1593.810059
1997-06-02,1407.069946,1467.290039,1375.449951,1442.069946,629426100,1442.069946
1997-05-01,1263.930054,1414.26001,1260.939941,1400.319946,648540900,1400.319946
1997-04-01,1211.280029,1267.410034,1194.160034,1260.76001,595884500,1260.76001
1997-03-03,1306.209961,1332.339966,1220.400024,1221.699951,620892500,1221.699951
1997-02-03,1383.969971,1384.51001,1296.880005,1309.00,669720000,1309.00
1997-01-02,1292.650024,1400.530029,1272.339966,1379.849976,670617700,1379.849976
1996-12-02,1294.780029,1328.949951,1251.030029,1291.030029,596139000,1291.030029
1996-11-01,1223.719971,1293.75,1218.22998,1292.609985,559034000,1292.609985
1996-10-01,1223.72998,1269.619995,1202.359985,1221.51001,570052600,1221.51001
1996-09-03,1133.300049,1237.26001,1123.140015,1226.920044,558564000,1226.920044
1996-08-01,1081.339966,1153.900024,1080.410034,1141.50,456048100,1141.50
1996-07-01,1185.640015,1198.040039,1008.440002,1080.589966,558597200,1080.589966
1996-06-03,1242.540039,1254.119995,1147.75,1185.02002,605393500,1185.02002
1996-05-01,1190.47998,1252.810059,1163.209961,1243.430054,689013100,1243.430054
1996-04-01,1105.77002,1190.869995,1092.439941,1190.52002,597929500,1190.52002
1996-03-01,1098.939941,1119.839966,1057.869995,1101.400024,531568500,1101.400024
1996-02-01,1058.26001,1121.890015,1057.819946,1100.050049,561183000,1100.050049
1996-01-02,1052.829956,1059.810059,977.789978,1059.790039,540335400,1059.790039
1995-12-01,1060.660034,1074.849976,1001.530029,1052.130005,525720500,1052.130005
1995-11-01,1037.300049,1068.810059,1016.580017,1059.199951,480346100,1059.199951
1995-10-02,1041.390015,1050.650024,959.359985,1036.060059,460470400,1036.060059
1995-09-01,1019.419983,1070.22998,1008.440002,1043.540039,472356000,1043.540039
1995-08-01,1001.570007,1035.189941,970.809998,1020.109985,445597800,1020.109985
1995-07-03,933.98999,1023.030029,931.98999,1001.210022,472085500,1001.210022
1995-06-01,865.669983,941.169983,863.840027,933.450012,418058100,933.450012
1995-05-01,844.719971,885.919983,839.429993,864.580017,386813600,864.580017
1995-04-03,816.059998,844.419983,810.890015,843.97998,383501500,843.97998
1995-03-01,794.330017,829.919983,790.349976,817.210022,345597800,817.210022
1995-02-01,756.679993,796.02002,756.679993,793.72998,343653100,793.72998
1995-01-03,751.309998,774.309998,740.469971,755.200012,320531400,755.200012
